,LOCAL_STUDENT_ID,STATE_STUDENT_ID,SITE_ID,SITE_NAME,FIRST_NAME,LAST_NAME,GRADE_LEVEL,CURRENT_SCHOOL_ENROLLMENT_START_DATE,CURRENT_SCHOOL_ENROLLMENT_END_DATE
292,28480,3502809558,3,Summit Preparatory Charter High School,Vivian,Higgins,10,8/19/2020 0:00,6/12/2021 0:00
293,76990,9086375219,3,Summit Preparatory Charter High School,Ryan,Holmes,10,8/19/2020 0:00,6/12/2021 0:00
294,28723,4739512026,3,Summit Preparatory Charter High School,Eddy,Kelley,10,8/19/2020 0:00,6/12/2021 0:00
295,73360,5548405716,3,Summit Preparatory Charter High School,Leonardo,Kelley,10,8/19/2020 0:00,6/12/2021 0:00
296,25950,3716082131,3,Summit Preparatory Charter High School,Rosie,Kelley,10,8/19/2020 0:00,6/12/2021 0:00
297,73425,3507435662,3,Summit Preparatory Charter High School,Amber,Kelly,10,8/19/2020 0:00,6/12/2021 0:00
298,33940,8110474126,3,Summit Preparatory Charter High School,Joyce,Lloyd,10,8/19/2020 0:00,6/12/2021 0:00
299,78555,2603570204,3,Summit Preparatory Charter High School,Olivia,Martin,10,8/19/2020 0:00,6/12/2021 0:00
300,23006,9058339432,3,Summit Preparatory Charter High School,Victoria,Martin,10,8/19/2020 0:00,6/12/2021 0:00
301,46223,3745109017,3,Summit Preparatory Charter High School,Abigail,Mason,10,8/19/2020 0:00,6/12/2021 0:00
302,75750,8080210707,3,Summit Preparatory Charter High School,Garry,Mason,10,8/19/2020 0:00,6/12/2021 0:00
303,82790,7086595948,3,Summit Preparatory Charter High School,Audrey,Perkins,10,8/19/2020 0:00,6/12/2021 0:00
304,29599,7940709879,3,Summit Preparatory Charter High School,Honey,Phillips,10,8/19/2020 0:00,6/12/2021 0:00
305,70611,4046001164,3,Summit Preparatory Charter High School,Lucy,Richards,10,8/19/2020 0:00,6/12/2021 0:00
306,96524,2165925517,3,Summit Preparatory Charter High School,Kevin,Riley,10,8/19/2020 0:00,6/12/2021 0:00
307,49874,3747047076,3,Summit Preparatory Charter High School,Adam,Robinson,10,8/19/2020 0:00,6/12/2021 0:00
308,19588,4204333222,3,Summit Preparatory Charter High School,Lyndon,Robinson,10,8/19/2020 0:00,6/12/2021 0:00
309,75378,5739051908,3,Summit Preparatory Charter High School,Patrick,Rogers,10,8/19/2020 0:00,6/12/2021 0:00
310,57184,5352122242,3,Summit Preparatory Charter High School,Victor,Rogers,10,8/19/2020 0:00,6/12/2021 0:00
311,25025,1722878559,3,Summit Preparatory Charter High School,Elian,Ross,10,8/19/2020 0:00,6/12/2021 0:00
312,98989,9084126887,3,Summit Preparatory Charter High School,Gianna,Ross,10,8/19/2020 0:00,6/12/2021 0:00
313,26887,5743234483,3,Summit Preparatory Charter High School,Nicholas,Ross,10,8/19/2020 0:00,6/12/2021 0:00
314,18825,8642778999,3,Summit Preparatory Charter High School,Savana,Scott,10,8/19/2020 0:00,6/12/2021 0:00
315,51036,3800396364,3,Summit Preparatory Charter High School,Edwin,Smith,10,8/19/2020 0:00,6/12/2021 0:00
316,94176,1975577821,3,Summit Preparatory Charter High School,Eric,Stevens,10,8/19/2020 0:00,6/12/2021 0:00
317,48511,2401620449,3,Summit Preparatory Charter High School,Ryan,Stewart,10,8/19/2020 0:00,6/12/2021 0:00
318,92158,8937791954,3,Summit Preparatory Charter High School,Emily,Sullivan,10,8/19/2020 0:00,6/12/2021 0:00
319,34019,8583860551,3,Summit Preparatory Charter High School,Tyler,Thompson,10,8/19/2020 0:00,6/12/2021 0:00
320,97434,4944722145,3,Summit Preparatory Charter High School,Rafael,Tucker,10,8/19/2020 0:00,6/12/2021 0:00
321,32241,7386518532,3,Summit Preparatory Charter High School,Elian,Williams,10,8/19/2020 0:00,6/12/2021 0:00
322,61191,8361646957,3,Summit Preparatory Charter High School,Carina,Wilson,10,8/19/2020 0:00,6/12/2021 0:00
323,49111,2372947537,3,Summit Preparatory Charter High School,Alberta,Wright,10,8/19/2020 0:00,6/12/2021 0:00
324,43669,4498103389,3,Summit Preparatory Charter High School,Paige,Andrews,11,8/19/2020 0:00,6/12/2021 0:00
325,42973,9348234910,3,Summit Preparatory Charter High School,Grace,Baker,11,8/19/2020 0:00,6/12/2021 0:00
326,94042,6713140968,3,Summit Preparatory Charter High School,Cherry,Carter,11,8/19/2020 0:00,6/12/2021 0:00
327,62435,2965933787,3,Summit Preparatory Charter High School,Caroline,Clark,11,8/19/2020 0:00,6/12/2021 0:00
328,85091,5633520052,3,Summit Preparatory Charter High School,Paul,Clark,11,8/19/2020 0:00,6/12/2021 0:00
329,14929,7927441699,3,Summit Preparatory Charter High School,Lydia,Cooper,11,8/19/2020 0:00,6/12/2021 0:00
330,94562,3620870031,3,Summit Preparatory Charter High School,Martin,Crawford,11,8/19/2020 0:00,6/12/2021 0:00
331,42168,4058010923,3,Summit Preparatory Charter High School,Briony,Ferguson,11,8/19/2020 0:00,6/12/2021 0:00
332,82159,1067581940,3,Summit Preparatory Charter High School,Dale,Ferguson,11,8/19/2020 0:00,6/12/2021 0:00
333,14908,9638779364,3,Summit Preparatory Charter High School,Connie,Gibson,11,8/19/2020 0:00,6/12/2021 0:00
334,58864,9910087843,3,Summit Preparatory Charter High School,Melanie,Grant,11,8/19/2020 0:00,6/12/2021 0:00
335,12527,4467573368,3,Summit Preparatory Charter High School,Ryan,Grant,11,8/19/2020 0:00,6/12/2021 0:00
336,29093,1324967138,3,Summit Preparatory Charter High School,Briony,Gray,11,8/19/2020 0:00,6/12/2021 0:00
337,44179,6995571412,3,Summit Preparatory Charter High School,Arianna,Hall,11,8/19/2020 0:00,6/12/2021 0:00
338,12396,9051577487,3,Summit Preparatory Charter High School,Bruce,Hall,11,8/19/2020 0:00,6/12/2021 0:00
339,16043,6157688797,3,Summit Preparatory Charter High School,Aiden,Hamilton,11,8/19/2020 0:00,6/12/2021 0:00
340,54637,2675320712,3,Summit Preparatory Charter High School,Gianna,Harper,11,8/19/2020 0:00,6/12/2021 0:00
341,73888,2462741787,3,Summit Preparatory Charter High School,Cherry,Harris,11,8/19/2020 0:00,6/12/2021 0:00
342,85989,3480730145,3,Summit Preparatory Charter High School,Vanessa,Harris,11,8/19/2020 0:00,6/12/2021 0:00
343,90141,5867364729,3,Summit Preparatory Charter High School,Briony,Harrison,11,8/19/2020 0:00,6/12/2021 0:00
344,38151,5990722438,3,Summit Preparatory Charter High School,Miller,Higgins,11,8/19/2020 0:00,6/12/2021 0:00
345,53375,6565002080,3,Summit Preparatory Charter High School,Derek,Hill,11,8/19/2020 0:00,6/12/2021 0:00
346,48917,4528641169,3,Summit Preparatory Charter High School,Camila,Holmes,11,8/19/2020 0:00,6/12/2021 0:00
347,61809,8262776497,3,Summit Preparatory Charter High School,Walter,Holmes,11,8/19/2020 0:00,6/12/2021 0:00
348,50344,8117472692,3,Summit Preparatory Charter High School,Edwin,Hunt,11,8/19/2020 0:00,6/12/2021 0:00
349,15330,8567322361,3,Summit Preparatory Charter High School,Eric,Hunt,11,8/19/2020 0:00,6/12/2021 0:00
350,78293,4137699315,3,Summit Preparatory Charter High School,Kirsten,Hunt,11,8/19/2020 0:00,6/12/2021 0:00
351,57946,5975667521,3,Summit Preparatory Charter High School,Sydney,Hunt,11,8/19/2020 0:00,6/12/2021 0:00
352,42260,7878352173,3,Summit Preparatory Charter High School,Penelope,Johnson,11,8/19/2020 0:00,6/12/2021 0:00
353,18590,8164403521,3,Summit Preparatory Charter High School,Roland,Johnson,11,8/19/2020 0:00,6/12/2021 0:00
354,23153,2235551246,3,Summit Preparatory Charter High School,Lucas,Johnston,11,8/19/2020 0:00,6/12/2021 0:00
355,44763,3352329454,3,Summit Preparatory Charter High School,Rosie,Johnston,11,8/19/2020 0:00,6/12/2021 0:00
356,66615,4691519678,3,Summit Preparatory Charter High School,Maddie,Jones,11,8/19/2020 0:00,6/12/2021 0:00
357,90469,2531291083,3,Summit Preparatory Charter High School,Antony,Kelley,11,8/19/2020 0:00,6/12/2021 0:00
358,25231,9898288149,3,Summit Preparatory Charter High School,Alina,Lloyd,11,8/19/2020 0:00,6/12/2021 0:00
359,42383,9221942185,3,Summit Preparatory Charter High School,Andrew,Martin,11,8/19/2020 0:00,6/12/2021 0:00
360,68776,7392708268,3,Summit Preparatory Charter High School,Byron,Martin,11,8/19/2020 0:00,6/12/2021 0:00
361,90916,4403661606,3,Summit Preparatory Charter High School,Sarah,Martin,11,8/19/2020 0:00,6/12/2021 0:00
362,85600,3706443201,3,Summit Preparatory Charter High School,James,Morrison,11,8/19/2020 0:00,6/12/2021 0:00
363,39454,5685983713,3,Summit Preparatory Charter High School,Tiana,Murray,11,8/19/2020 0:00,6/12/2021 0:00
364,20753,6939066972,3,Summit Preparatory Charter High School,Maximilian,Payne,11,8/19/2020 0:00,6/12/2021 0:00
365,58801,1813277661,3,Summit Preparatory Charter High School,Penelope,Perry,11,8/19/2020 0:00,6/12/2021 0:00
366,81949,1366254708,3,Summit Preparatory Charter High School,Mary,Richards,11,8/19/2020 0:00,6/12/2021 0:00
367,65248,2181172368,3,Summit Preparatory Charter High School,Lily,Riley,11,8/19/2020 0:00,6/12/2021 0:00
368,96007,2817978767,3,Summit Preparatory Charter High School,Henry,Ross,11,8/19/2020 0:00,6/12/2021 0:00
369,26394,2056186689,3,Summit Preparatory Charter High School,Arnold,Scott,11,8/19/2020 0:00,6/12/2021 0:00
370,54856,1031325279,3,Summit Preparatory Charter High School,Wilson,Scott,11,8/19/2020 0:00,6/12/2021 0:00
371,66532,3891952436,3,Summit Preparatory Charter High School,Miley,Smith,11,8/19/2020 0:00,6/12/2021 0:00
372,80267,8296671479,3,Summit Preparatory Charter High School,Sophia,Smith,11,8/19/2020 0:00,6/12/2021 0:00
373,95718,8100136965,3,Summit Preparatory Charter High School,Amy,Stevens,11,8/19/2020 0:00,6/12/2021 0:00
374,61787,1190000549,3,Summit Preparatory Charter High School,Aiden,Stewart,11,8/19/2020 0:00,6/12/2021 0:00
375,85675,6144881101,3,Summit Preparatory Charter High School,Chloe,Stewart,11,8/19/2020 0:00,6/12/2021 0:00
376,80940,4422159649,3,Summit Preparatory Charter High School,Kate,Stewart,11,8/19/2020 0:00,6/12/2021 0:00
377,14694,2392152698,3,Summit Preparatory Charter High School,Adam,Thomas,11,8/19/2020 0:00,6/12/2021 0:00
378,54221,2839804976,3,Summit Preparatory Charter High School,Amelia,Tucker,11,8/19/2020 0:00,6/12/2021 0:00
379,66454,9878348549,3,Summit Preparatory Charter High School,Ned,Walker,11,8/19/2020 0:00,6/12/2021 0:00
380,28665,5411867473,3,Summit Preparatory Charter High School,Owen,Wells,11,8/19/2020 0:00,6/12/2021 0:00
381,99759,5188785498,3,Summit Preparatory Charter High School,Alfred,Williams,11,8/19/2020 0:00,6/12/2021 0:00
382,14554,2913326248,3,Summit Preparatory Charter High School,Ellia,Allen,12,8/19/2020 0:00,6/12/2021 0:00
383,88527,4565877751,3,Summit Preparatory Charter High School,Joyce,Anderson,12,8/19/2020 0:00,6/12/2021 0:00
384,79967,1671258591,3,Summit Preparatory Charter High School,Lucas,Anderson,12,8/19/2020 0:00,6/12/2021 0:00
385,71061,1567138730,3,Summit Preparatory Charter High School,Albert,Andrews,12,8/19/2020 0:00,6/12/2021 0:00
386,87679,7007971751,3,Summit Preparatory Charter High School,Dainton,Armstrong,12,8/19/2020 0:00,6/12/2021 0:00
387,19878,3507968124,3,Summit Preparatory Charter High School,Kelvin,Bailey,12,8/19/2020 0:00,6/12/2021 0:00
388,30168,1702018666,3,Summit Preparatory Charter High School,Albert,Casey,12,8/19/2020 0:00,6/12/2021 0:00
389,64286,5640184664,3,Summit Preparatory Charter High School,Victor,Craig,12,8/19/2020 0:00,6/12/2021 0:00
390,91172,3956985421,3,Summit Preparatory Charter High School,Aiden,Dixon,12,8/19/2020 0:00,6/12/2021 0:00
391,96171,7581595479,3,Summit Preparatory Charter High School,Jack,Douglas,12,8/19/2020 0:00,6/12/2021 0:00
392,16000,3166216055,3,Summit Preparatory Charter High School,Kirsten,Douglas,12,8/19/2020 0:00,6/12/2021 0:00
393,49334,5721778691,3,Summit Preparatory Charter High School,Marcus,Elliott,12,8/19/2020 0:00,6/12/2021 0:00
394,46018,8519478943,3,Summit Preparatory Charter High School,Chelsea,Ellis,12,8/19/2020 0:00,6/12/2021 0:00
395,46792,7574476802,3,Summit Preparatory Charter High School,Emily,Grant,12,8/19/2020 0:00,6/12/2021 0:00
396,48229,9021977051,3,Summit Preparatory Charter High School,Edward,Harris,12,8/19/2020 0:00,6/12/2021 0:00
397,89681,8500830994,3,Summit Preparatory Charter High School,Michelle,Hawkins,12,8/19/2020 0:00,6/12/2021 0:00
398,79186,4799211360,3,Summit Preparatory Charter High School,Mary,Higgins,12,8/19/2020 0:00,6/12/2021 0:00
399,47809,7846336357,3,Summit Preparatory Charter High School,Lana,Hill,12,8/19/2020 0:00,6/12/2021 0:00
400,74217,4149704522,3,Summit Preparatory Charter High School,Lenny,Howard,12,8/19/2020 0:00,6/12/2021 0:00
401,49619,9195269171,3,Summit Preparatory Charter High School,Myra,Johnson,12,8/19/2020 0:00,6/12/2021 0:00
402,58297,1591431404,3,Summit Preparatory Charter High School,Patrick,Johnson,12,8/19/2020 0:00,6/12/2021 0:00
403,13641,4008395534,3,Summit Preparatory Charter High School,Daniel,Lloyd,12,8/19/2020 0:00,6/12/2021 0:00
404,97127,7611299449,3,Summit Preparatory Charter High School,Vivian,Mason,12,8/19/2020 0:00,6/12/2021 0:00
405,19957,8493037575,3,Summit Preparatory Charter High School,Alisa,Miller,12,8/19/2020 0:00,6/12/2021 0:00
406,32017,8855086805,3,Summit Preparatory Charter High School,Briony,Mitchell,12,8/19/2020 0:00,6/12/2021 0:00
407,28752,3352802541,3,Summit Preparatory Charter High School,Joyce,Moore,12,8/19/2020 0:00,6/12/2021 0:00
408,38815,3295673310,3,Summit Preparatory Charter High School,Brianna,Morris,12,8/19/2020 0:00,6/12/2021 0:00
409,26724,9547469926,3,Summit Preparatory Charter High School,Mike,Morris,12,8/19/2020 0:00,6/12/2021 0:00
410,93505,8505075889,3,Summit Preparatory Charter High School,Harold,Morrison,12,8/19/2020 0:00,6/12/2021 0:00
411,55282,3485531808,3,Summit Preparatory Charter High School,Henry,Morrison,12,8/19/2020 0:00,6/12/2021 0:00
412,98258,1934444179,3,Summit Preparatory Charter High School,Maria,Owens,12,8/19/2020 0:00,6/12/2021 0:00
413,62046,2726482449,3,Summit Preparatory Charter High School,Alissa,Parker,12,8/19/2020 0:00,6/12/2021 0:00
414,11377,4263285931,3,Summit Preparatory Charter High School,Michael,Richardson,12,8/19/2020 0:00,6/12/2021 0:00
415,90740,8007586590,3,Summit Preparatory Charter High School,Charlotte,Roberts,12,8/19/2020 0:00,6/12/2021 0:00
416,22519,5987578527,3,Summit Preparatory Charter High School,Emma,Roberts,12,8/19/2020 0:00,6/12/2021 0:00
417,45815,8997961312,3,Summit Preparatory Charter High School,Thomas,Robinson,12,8/19/2020 0:00,6/12/2021 0:00
418,69940,6491990521,3,Summit Preparatory Charter High School,Connie,Ross,12,8/19/2020 0:00,6/12/2021 0:00
419,94093,6581878961,3,Summit Preparatory Charter High School,Lilianna,Ross,12,8/19/2020 0:00,6/12/2021 0:00
420,83228,8308174771,3,Summit Preparatory Charter High School,Catherine,Stevens,12,8/19/2020 0:00,6/12/2021 0:00
421,50915,5524056132,3,Summit Preparatory Charter High School,Amber,Sullivan,12,8/19/2020 0:00,6/12/2021 0:00
422,71147,3182821933,3,Summit Preparatory Charter High School,Sabrina,Taylor,12,8/19/2020 0:00,6/12/2021 0:00
423,12220,9095084875,3,Summit Preparatory Charter High School,Lyndon,Thomas,12,8/19/2020 0:00,6/12/2021 0:00
424,39245,3072339635,3,Summit Preparatory Charter High School,Leonardo,Turner,12,8/19/2020 0:00,6/12/2021 0:00
425,35301,3864548805,3,Summit Preparatory Charter High School,Lenny,Walker,12,8/19/2020 0:00,6/12/2021 0:00
426,89147,1277683175,3,Summit Preparatory Charter High School,Penelope,Walker,12,8/19/2020 0:00,6/12/2021 0:00
427,12920,6153692906,3,Summit Preparatory Charter High School,John,Wells,12,8/19/2020 0:00,6/12/2021 0:00
428,33912,4978746829,3,Summit Preparatory Charter High School,Mike,Williams,12,8/19/2020 0:00,6/12/2021 0:00
429,90815,5224082468,3,Summit Preparatory Charter High School,Luke,Wilson,12,8/19/2020 0:00,6/12/2021 0:00
