,LOCAL_STUDENT_ID,STATE_STUDENT_ID,SITE_ID,SITE_NAME,FIRST_NAME,LAST_NAME,GRADE_LEVEL,CURRENT_SCHOOL_ENROLLMENT_START_DATE,CURRENT_SCHOOL_ENROLLMENT_END_DATE
1199,48021,1819607476,7,Summit Public School: K2,Annabella,Ellis,7,8/19/2020 0:00,6/12/2021 0:00
1200,24017,3323548222,7,Summit Public School: K2,Richard,Ferguson,7,8/19/2020 0:00,6/12/2021 0:00
1201,22949,1960938376,7,Summit Public School: K2,Dexter,Gibson,7,8/19/2020 0:00,6/12/2021 0:00
1202,10840,1307909442,7,Summit Public School: K2,Stuart,Gibson,7,8/19/2020 0:00,6/12/2021 0:00
1203,55237,5704078782,7,Summit Public School: K2,Darcy,Hall,7,8/19/2020 0:00,6/12/2021 0:00
1204,84759,1958428389,7,Summit Public School: K2,Reid,Harper,7,8/19/2020 0:00,6/12/2021 0:00
1205,98903,7433251369,7,Summit Public School: K2,Maria,Harris,7,8/19/2020 0:00,6/12/2021 0:00
1206,23762,3174759496,7,Summit Public School: K2,Kellan,Higgins,7,8/19/2020 0:00,6/12/2021 0:00
1207,29533,3858776952,7,Summit Public School: K2,Roland,Howard,7,8/19/2020 0:00,6/12/2021 0:00
1208,35159,5939137315,7,Summit Public School: K2,Heather,Jones,7,8/24/2020 0:00,6/12/2021 0:00
1209,46021,5821235770,7,Summit Public School: K2,Hailey,Lloyd,7,8/19/2020 0:00,6/12/2021 0:00
1210,45916,9740285336,7,Summit Public School: K2,Audrey,Martin,7,8/19/2020 0:00,6/12/2021 0:00
1211,28538,7238036927,7,Summit Public School: K2,Luke,Miller,7,8/19/2020 0:00,6/12/2021 0:00
1212,74958,2177969199,7,Summit Public School: K2,Walter,Morgan,7,8/19/2020 0:00,6/12/2021 0:00
1213,53324,6756963187,7,Summit Public School: K2,Carl,Morris,7,8/19/2020 0:00,6/12/2021 0:00
1214,27943,5584951479,7,Summit Public School: K2,Bruce,Nelson,7,8/19/2020 0:00,6/12/2021 0:00
1215,86961,2686875512,7,Summit Public School: K2,Maximilian,Perkins,7,8/19/2020 0:00,6/12/2021 0:00
1216,42038,6032506691,7,Summit Public School: K2,Adison,Phillips,7,8/19/2020 0:00,6/12/2021 0:00
1217,63692,3315399287,7,Summit Public School: K2,Aiden,Richards,7,8/19/2020 0:00,6/12/2021 0:00
1218,93112,9907184668,7,Summit Public School: K2,Abraham,Roberts,7,8/19/2020 0:00,6/12/2021 0:00
1219,46866,5311913680,7,Summit Public School: K2,Aston,Robinson,7,8/19/2020 0:00,6/12/2021 0:00
1220,11150,1038567627,7,Summit Public School: K2,Alan,Ross,7,8/19/2020 0:00,6/12/2021 0:00
1221,36859,7219273224,7,Summit Public School: K2,David,Ryan,7,8/19/2020 0:00,6/12/2021 0:00
1222,95706,8552251104,7,Summit Public School: K2,Edwin,Stevens,7,8/19/2020 0:00,6/12/2021 0:00
1223,24362,6979807522,7,Summit Public School: K2,Connie,Stewart,7,8/19/2020 0:00,6/12/2021 0:00
1224,65850,3952516603,7,Summit Public School: K2,Owen,Tucker,7,8/19/2020 0:00,6/12/2021 0:00
1225,25690,6516769112,7,Summit Public School: K2,Sophia,Williams,7,8/19/2020 0:00,6/12/2021 0:00
1226,95766,2596336885,7,Summit Public School: K2,Agata,Wright,7,8/19/2020 0:00,6/12/2021 0:00
1227,10883,7649209483,7,Summit Public School: K2,Alfred,Andrews,8,8/19/2020 0:00,6/12/2021 0:00
1228,67403,6018560601,7,Summit Public School: K2,Nicole,Armstrong,8,8/19/2020 0:00,6/12/2021 0:00
1229,43153,5724257445,7,Summit Public School: K2,Sam,Bailey,8,8/19/2020 0:00,6/12/2021 0:00
1230,80436,3241864261,7,Summit Public School: K2,Arianna,Brooks,8,8/19/2020 0:00,6/12/2021 0:00
1231,74402,4069162805,7,Summit Public School: K2,Gianna,Brown,8,8/19/2020 0:00,6/12/2021 0:00
1232,12397,6022602979,7,Summit Public School: K2,Ada,Carroll,8,8/19/2020 0:00,6/12/2021 0:00
1233,95443,4522880198,7,Summit Public School: K2,Alberta,Douglas,8,8/19/2020 0:00,6/12/2021 0:00
1234,18613,4278699453,7,Summit Public School: K2,Sophia,Elliott,8,8/19/2020 0:00,6/12/2021 0:00
1235,48333,6725696192,7,Summit Public School: K2,Edgar,Farrell,8,8/19/2020 0:00,6/12/2021 0:00
1236,56975,2647277258,7,Summit Public School: K2,Jared,Ferguson,8,8/19/2020 0:00,6/12/2021 0:00
1237,14579,5573269490,7,Summit Public School: K2,Alen,Foster,8,8/19/2020 0:00,6/12/2021 0:00
1238,88260,3049334117,7,Summit Public School: K2,Eric,Foster,8,8/19/2020 0:00,6/12/2021 0:00
1239,84629,6425651781,7,Summit Public School: K2,Sabrina,Hamilton,8,8/19/2020 0:00,6/12/2021 0:00
1240,43867,1407436685,7,Summit Public School: K2,Max,Harper,8,8/19/2020 0:00,6/12/2021 0:00
1241,65954,7346295382,7,Summit Public School: K2,Thomas,Holmes,8,8/19/2020 0:00,6/12/2021 0:00
1242,88415,8328190085,7,Summit Public School: K2,Naomi,Howard,8,8/19/2020 0:00,6/12/2021 0:00
1243,92155,3150821392,7,Summit Public School: K2,Anna,Hunt,8,8/19/2020 0:00,6/12/2021 0:00
1244,92087,7974213746,7,Summit Public School: K2,Eddy,Hunt,8,8/19/2020 0:00,6/12/2021 0:00
1245,99972,2784266944,7,Summit Public School: K2,Aldus,Kelley,8,8/19/2020 0:00,6/12/2021 0:00
1246,87815,2572720308,7,Summit Public School: K2,Dainton,Lloyd,8,8/19/2020 0:00,6/12/2021 0:00
1247,51750,3862917608,7,Summit Public School: K2,Edwin,Mason,8,8/19/2020 0:00,6/12/2021 0:00
1248,75585,4619858571,7,Summit Public School: K2,Mike,Moore,8,8/19/2020 0:00,6/12/2021 0:00
1249,78294,4858562055,7,Summit Public School: K2,Roman,Morris,8,8/19/2020 0:00,6/12/2021 0:00
1250,97090,8276734972,7,Summit Public School: K2,Lucia,Morrison,8,8/19/2020 0:00,6/12/2021 0:00
1251,47401,3659083042,7,Summit Public School: K2,Reid,Morrison,8,8/19/2020 0:00,6/12/2021 0:00
1252,64468,5492773799,7,Summit Public School: K2,Joyce,Murphy,8,8/19/2020 0:00,6/12/2021 0:00
1253,89145,3091493846,7,Summit Public School: K2,James,Murray,8,8/19/2020 0:00,6/12/2021 0:00
1254,44570,4730970743,7,Summit Public School: K2,William,Murray,8,8/19/2020 0:00,6/12/2021 0:00
1255,54445,4975886410,7,Summit Public School: K2,Paige,Myers,8,8/19/2020 0:00,6/12/2021 0:00
1256,27934,2014263704,7,Summit Public School: K2,Richard,Parker,8,8/19/2020 0:00,6/12/2021 0:00
1257,91636,4815485465,7,Summit Public School: K2,Adelaide,Payne,8,8/19/2020 0:00,6/12/2021 0:00
1258,42131,1698554469,7,Summit Public School: K2,John,Perkins,8,8/19/2020 0:00,6/12/2021 0:00
1259,81345,3784830120,7,Summit Public School: K2,April,Reed,8,8/19/2020 0:00,6/12/2021 0:00
1260,95207,5935463256,7,Summit Public School: K2,Dainton,Reed,8,8/19/2020 0:00,6/12/2021 0:00
1261,95592,8976932460,7,Summit Public School: K2,Tiana,Ryan,8,8/19/2020 0:00,6/12/2021 0:00
1262,72802,7393980091,7,Summit Public School: K2,Alberta,Smith,8,8/19/2020 0:00,6/12/2021 0:00
1263,76194,9355978839,7,Summit Public School: K2,Tony,Stevens,8,8/19/2020 0:00,6/12/2021 0:00
1264,23526,9024153443,7,Summit Public School: K2,Frederick,Thomas,8,8/19/2020 0:00,6/12/2021 0:00
1265,10496,7929970028,7,Summit Public School: K2,Carl,Warren,8,8/19/2020 0:00,6/12/2021 0:00
1266,39219,4838366250,7,Summit Public School: K2,Tess,West,8,8/19/2020 0:00,6/12/2021 0:00
1267,58067,1406969915,7,Summit Public School: K2,Roland,Wright,8,8/19/2020 0:00,6/12/2021 0:00
1268,49240,5054257000,7,Summit Public School: K2,Adison,Allen,9,8/19/2020 0:00,6/12/2021 0:00
1269,14849,4708682477,7,Summit Public School: K2,Byron,Allen,9,8/19/2020 0:00,6/12/2021 0:00
1270,63910,7570560293,7,Summit Public School: K2,Clark,Andrews,9,8/19/2020 0:00,6/12/2021 0:00
1271,32622,3238509100,7,Summit Public School: K2,Ted,Brooks,9,8/19/2020 0:00,6/12/2021 0:00
1272,10053,5159280428,7,Summit Public School: K2,Julia,Cameron,9,8/19/2020 0:00,6/12/2021 0:00
1273,61563,7287944151,7,Summit Public School: K2,Madaline,Cameron,9,8/19/2020 0:00,6/12/2021 0:00
1274,32435,3457663428,7,Summit Public School: K2,Alexia,Campbell,9,8/19/2020 0:00,6/12/2021 0:00
1275,44908,1505628332,7,Summit Public School: K2,Hailey,Carter,9,8/19/2020 0:00,6/12/2021 0:00
1276,45339,3664605541,7,Summit Public School: K2,Samantha,Casey,9,8/19/2020 0:00,6/12/2021 0:00
1277,96480,3423292025,7,Summit Public School: K2,Olivia,Craig,9,8/19/2020 0:00,6/12/2021 0:00
1278,80875,1585255442,7,Summit Public School: K2,Maya,Crawford,9,8/19/2020 0:00,6/12/2021 0:00
1279,51910,5258585269,7,Summit Public School: K2,Leonardo,Ellis,9,8/19/2020 0:00,6/12/2021 0:00
1280,83422,5347860611,7,Summit Public School: K2,Aldus,Gibson,9,8/19/2020 0:00,6/12/2021 0:00
1281,47798,6393985841,7,Summit Public School: K2,Alexia,Grant,9,8/19/2020 0:00,6/12/2021 0:00
1282,32653,7972536547,7,Summit Public School: K2,Daisy,Gray,9,8/19/2020 0:00,6/12/2021 0:00
1283,23989,7389151708,7,Summit Public School: K2,Amy,Hall,9,8/19/2020 0:00,6/12/2021 0:00
1284,26518,9742707748,7,Summit Public School: K2,Charlotte,Hall,9,8/19/2020 0:00,6/12/2021 0:00
1285,99221,5992091151,7,Summit Public School: K2,Marcus,Harper,9,8/19/2020 0:00,6/12/2021 0:00
1286,44133,3498003279,7,Summit Public School: K2,Vivian,Harper,9,8/19/2020 0:00,6/12/2021 0:00
1287,78146,5208226935,7,Summit Public School: K2,Rubie,Hawkins,9,8/19/2020 0:00,6/12/2021 0:00
1288,93459,4257892410,7,Summit Public School: K2,Andrew,Henderson,9,8/19/2020 0:00,6/12/2021 0:00
1289,59671,2874270400,7,Summit Public School: K2,Dominik,Higgins,9,8/19/2020 0:00,6/12/2021 0:00
1290,52180,6700787368,7,Summit Public School: K2,Kate,Higgins,9,8/19/2020 0:00,6/12/2021 0:00
1291,15096,5686335763,7,Summit Public School: K2,Sofia,Higgins,9,8/19/2020 0:00,6/12/2021 0:00
1292,20765,2957365178,7,Summit Public School: K2,Stuart,Johnston,9,8/19/2020 0:00,6/12/2021 0:00
1293,63416,7379561081,7,Summit Public School: K2,Ryan,Kelley,9,8/19/2020 0:00,6/12/2021 0:00
1294,75567,5699836928,7,Summit Public School: K2,Connie,Lloyd,9,8/19/2020 0:00,6/12/2021 0:00
1295,67200,2519526199,7,Summit Public School: K2,Madaline,Martin,9,8/19/2020 0:00,6/12/2021 0:00
1296,93391,2471597625,7,Summit Public School: K2,Melissa,Martin,9,8/19/2020 0:00,6/12/2021 0:00
1297,30102,7322253895,7,Summit Public School: K2,Richard,Martin,9,8/19/2020 0:00,6/12/2021 0:00
1298,37695,3250210704,7,Summit Public School: K2,Brad,Montgomery,9,8/19/2020 0:00,6/12/2021 0:00
1299,31670,7456147393,7,Summit Public School: K2,Harold,Montgomery,9,9/11/2020 0:00,6/12/2021 0:00
1300,68256,1171986468,7,Summit Public School: K2,Alina,Moore,9,8/19/2020 0:00,6/12/2021 0:00
1301,23801,7354064730,7,Summit Public School: K2,Ned,Morris,9,8/19/2020 0:00,6/12/2021 0:00
1302,42072,5147342541,7,Summit Public School: K2,Patrick,Morris,9,8/19/2020 0:00,6/12/2021 0:00
1303,53389,5387241348,7,Summit Public School: K2,Nicole,Murphy,9,8/19/2020 0:00,6/12/2021 0:00
1304,48647,7758947493,7,Summit Public School: K2,Briony,Owens,9,8/19/2020 0:00,6/12/2021 0:00
1305,32863,4540281598,7,Summit Public School: K2,Garry,Owens,9,8/19/2020 0:00,6/12/2021 0:00
1306,34380,2153572721,7,Summit Public School: K2,Michael,Payne,9,8/19/2020 0:00,6/12/2021 0:00
1307,90430,3374982598,7,Summit Public School: K2,Andrew,Perkins,9,8/19/2020 0:00,6/12/2021 0:00
1308,29600,7272425761,7,Summit Public School: K2,Leonardo,Richardson,9,8/19/2020 0:00,6/12/2021 0:00
1309,77832,9279220539,7,Summit Public School: K2,Penelope,Riley,9,8/19/2020 0:00,6/12/2021 0:00
1310,34544,1522571707,7,Summit Public School: K2,Jenna,Robinson,9,8/19/2020 0:00,6/12/2021 0:00
1311,14858,9473751048,7,Summit Public School: K2,Freddie,Ryan,9,9/1/2020 0:00,6/12/2021 0:00
1312,57384,3090021617,7,Summit Public School: K2,Freddie,Smith,9,8/19/2020 0:00,6/12/2021 0:00
1313,61380,7515713447,7,Summit Public School: K2,Miley,Spencer,9,8/19/2020 0:00,6/12/2021 0:00
1314,95623,6719127340,7,Summit Public School: K2,Carlos,Stewart,9,8/19/2020 0:00,6/12/2021 0:00
1315,96441,8201302678,7,Summit Public School: K2,Lucia,Sullivan,9,8/19/2020 0:00,6/12/2021 0:00
1316,18336,6342381162,7,Summit Public School: K2,Edwin,Thomas,9,8/19/2020 0:00,6/12/2021 0:00
1317,82039,1561644867,7,Summit Public School: K2,Aiden,Tucker,9,8/19/2020 0:00,6/12/2021 0:00
1318,86366,4444248041,7,Summit Public School: K2,Lenny,Wilson,9,8/19/2020 0:00,6/12/2021 0:00
1319,70053,8585501466,7,Summit Public School: K2,Violet,Wilson,9,8/19/2020 0:00,6/12/2021 0:00
1320,37974,1072933342,7,Summit Public School: K2,Rebecca,Anderson,10,8/19/2020 0:00,6/12/2021 0:00
1321,12696,1941704311,7,Summit Public School: K2,Martin,Andrews,10,8/19/2020 0:00,6/12/2021 0:00
1322,16046,3553587717,7,Summit Public School: K2,Walter,Armstrong,10,8/19/2020 0:00,6/12/2021 0:00
1323,57259,3124707611,7,Summit Public School: K2,Tony,Barrett,10,8/19/2020 0:00,6/12/2021 0:00
1324,67645,9331631261,7,Summit Public School: K2,Alberta,Brooks,10,8/19/2020 0:00,6/12/2021 0:00
1325,53993,3640477898,7,Summit Public School: K2,Kimberly,Cameron,10,8/19/2020 0:00,6/12/2021 0:00
1326,71540,5136814051,7,Summit Public School: K2,Emily,Campbell,10,8/19/2020 0:00,6/12/2021 0:00
1327,54278,3532143332,7,Summit Public School: K2,Arnold,Carter,10,8/19/2020 0:00,6/12/2021 0:00
1328,94038,2743694163,7,Summit Public School: K2,Aldus,Chapman,10,8/19/2020 0:00,6/12/2021 0:00
1329,54832,3540048309,7,Summit Public School: K2,Adele,Cunningham,10,8/19/2020 0:00,6/12/2021 0:00
1330,49265,8278616808,7,Summit Public School: K2,Edgar,Davis,10,8/19/2020 0:00,6/12/2021 0:00
1331,81300,3681658431,7,Summit Public School: K2,Freddie,Dixon,10,8/19/2020 0:00,6/12/2021 0:00
1332,29503,6466634967,7,Summit Public School: K2,Byron,Evans,10,8/19/2020 0:00,6/12/2021 0:00
1333,54022,3300074098,7,Summit Public School: K2,Arianna,Farrell,10,8/19/2020 0:00,6/12/2021 0:00
1334,78191,8816222174,7,Summit Public School: K2,Ashton,Farrell,10,8/19/2020 0:00,6/12/2021 0:00
1335,56469,1752475373,7,Summit Public School: K2,Daisy,Farrell,10,8/19/2020 0:00,6/12/2021 0:00
1336,28548,6306944030,7,Summit Public School: K2,Chester,Fowler,10,8/19/2020 0:00,6/12/2021 0:00
1337,47068,6389310607,7,Summit Public School: K2,Eric,Hall,10,8/19/2020 0:00,6/12/2021 0:00
1338,21524,6364487426,7,Summit Public School: K2,Kelvin,Harper,10,8/19/2020 0:00,6/12/2021 0:00
1339,80313,1773420041,7,Summit Public School: K2,Grace,Higgins,10,8/19/2020 0:00,6/12/2021 0:00
1340,34404,2356040237,7,Summit Public School: K2,Annabella,Johnson,10,8/19/2020 0:00,6/12/2021 0:00
1341,72711,6474065705,7,Summit Public School: K2,Elian,Jones,10,8/19/2020 0:00,6/12/2021 0:00
1342,47794,6964142612,7,Summit Public School: K2,Patrick,Jones,10,8/19/2020 0:00,6/12/2021 0:00
1343,93105,3308190001,7,Summit Public School: K2,Gianna,Lloyd,10,8/19/2020 0:00,6/12/2021 0:00
1344,81358,2390527335,7,Summit Public School: K2,Joyce,Martin,10,8/19/2020 0:00,6/12/2021 0:00
1345,96613,6875502301,7,Summit Public School: K2,Michelle,Miller,10,8/19/2020 0:00,6/12/2021 0:00
1346,70433,6963172391,7,Summit Public School: K2,Tiana,Miller,10,8/19/2020 0:00,6/12/2021 0:00
1347,63141,2686655832,7,Summit Public School: K2,Daniel,Morrison,10,8/19/2020 0:00,6/12/2021 0:00
1348,63186,3163956985,7,Summit Public School: K2,Edgar,Murphy,10,8/19/2020 0:00,6/12/2021 0:00
1349,87478,4433585128,7,Summit Public School: K2,Bruce,Murray,10,8/19/2020 0:00,6/12/2021 0:00
1350,15889,4402160429,7,Summit Public School: K2,Valeria,Myers,10,8/19/2020 0:00,6/12/2021 0:00
1351,58539,9161903983,7,Summit Public School: K2,Violet,Payne,10,8/19/2020 0:00,6/12/2021 0:00
1352,63786,7730602136,7,Summit Public School: K2,Kate,Perry,10,8/19/2020 0:00,6/12/2021 0:00
1353,21143,7614807912,7,Summit Public School: K2,Adele,Richardson,10,8/19/2020 0:00,6/12/2021 0:00
1354,19635,9785504528,7,Summit Public School: K2,Edgar,Roberts,10,8/19/2020 0:00,6/12/2021 0:00
1355,38893,7710838230,7,Summit Public School: K2,Eddy,Robinson,10,8/19/2020 0:00,6/12/2021 0:00
1356,34873,5213372247,7,Summit Public School: K2,Miranda,Robinson,10,8/19/2020 0:00,6/12/2021 0:00
1357,29830,2272982032,7,Summit Public School: K2,Abraham,Ross,10,8/19/2020 0:00,6/12/2021 0:00
1358,21420,1951251536,7,Summit Public School: K2,Tony,Ross,10,8/19/2020 0:00,6/12/2021 0:00
1359,81396,2192818660,7,Summit Public School: K2,Victor,Spencer,10,8/19/2020 0:00,6/12/2021 0:00
1360,72959,3336633738,7,Summit Public School: K2,Henry,Stevens,10,8/19/2020 0:00,6/12/2021 0:00
1361,91747,9438104633,7,Summit Public School: K2,Alexia,Stewart,10,8/19/2020 0:00,6/12/2021 0:00
1362,33163,3053353212,7,Summit Public School: K2,Abraham,Sullivan,10,8/19/2020 0:00,6/12/2021 0:00
1363,84677,5990860362,7,Summit Public School: K2,Reid,Thomas,10,8/19/2020 0:00,6/12/2021 0:00
1364,13317,8071588928,7,Summit Public School: K2,Dominik,Walker,10,8/19/2020 0:00,6/12/2021 0:00
1365,78180,1710574382,7,Summit Public School: K2,Michael,Walker,10,8/19/2020 0:00,6/12/2021 0:00
1366,64426,8276022795,7,Summit Public School: K2,Kellan,Wells,10,8/19/2020 0:00,6/12/2021 0:00
1367,65264,9145295563,7,Summit Public School: K2,Martin,Wright,10,8/19/2020 0:00,6/12/2021 0:00
1368,67741,6776948291,7,Summit Public School: K2,Julia,Adams,11,8/19/2020 0:00,6/12/2021 0:00
1369,26089,8916242654,7,Summit Public School: K2,Sofia,Adams,11,8/19/2020 0:00,6/12/2021 0:00
1370,93358,3997636196,7,Summit Public School: K2,Rebecca,Anderson,11,8/19/2020 0:00,6/12/2021 0:00
1371,57000,3470904859,7,Summit Public School: K2,Stuart,Anderson,11,8/19/2020 0:00,6/12/2021 0:00
1372,68779,8831116916,7,Summit Public School: K2,Rebecca,Andrews,11,8/19/2020 0:00,6/12/2021 0:00
1373,60552,7136843157,7,Summit Public School: K2,Patrick,Armstrong,11,8/19/2020 0:00,6/12/2021 0:00
1374,50925,9315963381,7,Summit Public School: K2,Aldus,Bennett,11,8/19/2020 0:00,6/12/2021 0:00
1375,40949,3558642616,7,Summit Public School: K2,Carina,Carter,11,8/19/2020 0:00,6/12/2021 0:00
1376,73756,6043400665,7,Summit Public School: K2,Daisy,Cooper,11,8/19/2020 0:00,6/12/2021 0:00
1377,13547,4290113021,7,Summit Public School: K2,Marcus,Cunningham,11,8/19/2020 0:00,6/12/2021 0:00
1378,31583,2164834561,7,Summit Public School: K2,Audrey,Davis,11,8/19/2020 0:00,6/12/2021 0:00
1379,35231,6067780569,7,Summit Public School: K2,Rebecca,Edwards,11,8/19/2020 0:00,6/12/2021 0:00
1380,67372,6359180243,7,Summit Public School: K2,Vincent,Elliott,11,8/19/2020 0:00,6/12/2021 0:00
1381,93204,8601794128,7,Summit Public School: K2,Robert,Evans,11,8/19/2020 0:00,6/12/2021 0:00
1382,57798,2910194707,7,Summit Public School: K2,Lucia,Gibson,11,8/19/2020 0:00,6/12/2021 0:00
1383,54670,3655183608,7,Summit Public School: K2,Robert,Gibson,11,8/19/2020 0:00,6/12/2021 0:00
1384,43088,3997343082,7,Summit Public School: K2,Alisa,Johnston,11,8/19/2020 0:00,6/12/2021 0:00
1385,14923,1660045520,7,Summit Public School: K2,Catherine,Kelley,11,8/19/2020 0:00,6/12/2021 0:00
1386,43787,1703099166,7,Summit Public School: K2,Ted,Kelley,11,8/19/2020 0:00,6/12/2021 0:00
1387,83728,9295668156,7,Summit Public School: K2,Paige,Lloyd,11,8/19/2020 0:00,6/12/2021 0:00
1388,79293,3592889157,7,Summit Public School: K2,Amy,Mason,11,8/19/2020 0:00,6/12/2021 0:00
1389,54922,1700901984,7,Summit Public School: K2,Audrey,Mason,11,8/19/2020 0:00,6/12/2021 0:00
1390,41039,3142360111,7,Summit Public School: K2,Rebecca,Mason,11,8/19/2020 0:00,6/12/2021 0:00
1391,74426,3979669372,7,Summit Public School: K2,Antony,Morgan,11,8/19/2020 0:00,6/12/2021 0:00
1392,25612,5393934436,7,Summit Public School: K2,Daisy,Murphy,11,8/19/2020 0:00,6/12/2021 0:00
1393,26182,4127571425,7,Summit Public School: K2,Justin,Murphy,11,8/19/2020 0:00,6/12/2021 0:00
1394,54669,8781040371,7,Summit Public School: K2,Aida,Murray,11,8/19/2020 0:00,6/12/2021 0:00
1395,44329,4851431410,7,Summit Public School: K2,Arthur,Nelson,11,8/19/2020 0:00,6/12/2021 0:00
1396,60117,1354876866,7,Summit Public School: K2,Heather,Nelson,11,8/19/2020 0:00,6/12/2021 0:00
1397,44671,8653119309,7,Summit Public School: K2,Catherine,Parker,11,8/19/2020 0:00,6/12/2021 0:00
1398,51458,1948226741,7,Summit Public School: K2,Frederick,Parker,11,8/19/2020 0:00,6/12/2021 0:00
1399,24394,4477725315,7,Summit Public School: K2,Maddie,Payne,11,8/19/2020 0:00,6/12/2021 0:00
1400,54409,5670507626,7,Summit Public School: K2,Fenton,Perry,11,8/19/2020 0:00,6/12/2021 0:00
1401,19804,8906611429,7,Summit Public School: K2,Alexander,Riley,11,8/19/2020 0:00,6/12/2021 0:00
1402,96118,2660569864,7,Summit Public School: K2,Kellan,Roberts,11,8/19/2020 0:00,6/12/2021 0:00
1403,45578,8536186046,7,Summit Public School: K2,Alisa,Robinson,11,8/19/2020 0:00,6/12/2021 0:00
1404,34714,4563034299,7,Summit Public School: K2,Evelyn,Robinson,11,8/19/2020 0:00,6/12/2021 0:00
1405,52983,2542114964,7,Summit Public School: K2,Alisa,Rogers,11,8/19/2020 0:00,6/12/2021 0:00
1406,40777,7987108198,7,Summit Public School: K2,Kate,Ryan,11,8/19/2020 0:00,6/12/2021 0:00
1407,49976,8534018093,7,Summit Public School: K2,Sydney,Ryan,11,8/19/2020 0:00,6/12/2021 0:00
1408,49506,3856357596,7,Summit Public School: K2,Brad,Scott,11,8/19/2020 0:00,6/12/2021 0:00
1409,24835,7127018967,7,Summit Public School: K2,Madaline,Smith,11,8/19/2020 0:00,6/12/2021 0:00
1410,12874,7256745215,7,Summit Public School: K2,Steven,Smith,11,8/19/2020 0:00,6/12/2021 0:00
1411,75609,1758032064,7,Summit Public School: K2,Aston,Spencer,11,8/19/2020 0:00,6/12/2021 0:00
1412,73247,7530502430,7,Summit Public School: K2,Oliver,Tucker,11,8/19/2020 0:00,6/12/2021 0:00
1413,63998,8188459448,7,Summit Public School: K2,Albert,Watson,11,8/19/2020 0:00,6/12/2021 0:00
1414,67125,6396817587,7,Summit Public School: K2,Sawyer,Wells,11,8/19/2020 0:00,6/12/2021 0:00
1415,22669,6745808701,7,Summit Public School: K2,Cherry,Wilson,11,8/19/2020 0:00,6/12/2021 0:00
1416,29690,5004551277,7,Summit Public School: K2,Alford,Wright,11,8/19/2020 0:00,6/12/2021 0:00
1417,99173,2120346479,7,Summit Public School: K2,Jared,Bennett,12,8/19/2020 0:00,6/12/2021 0:00
1418,69463,4242985822,7,Summit Public School: K2,Aiden,Brown,12,8/19/2020 0:00,6/12/2021 0:00
1419,91124,9279790986,7,Summit Public School: K2,David,Cameron,12,8/19/2020 0:00,6/12/2021 0:00
1420,46035,9129745485,7,Summit Public School: K2,Olivia,Cooper,12,8/19/2020 0:00,6/12/2021 0:00
1421,91166,1833266906,7,Summit Public School: K2,Miley,Crawford,12,8/19/2020 0:00,6/12/2021 0:00
1422,85461,6501928629,7,Summit Public School: K2,Tara,Davis,12,8/19/2020 0:00,6/12/2021 0:00
1423,72612,6876499688,7,Summit Public School: K2,Amelia,Dixon,12,8/19/2020 0:00,6/12/2021 0:00
1424,50527,4181741181,7,Summit Public School: K2,Ashton,Edwards,12,8/19/2020 0:00,6/12/2021 0:00
1425,41007,1818481420,7,Summit Public School: K2,Cherry,Farrell,12,8/19/2020 0:00,6/12/2021 0:00
